Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, ILS, 
12 January 2018, 1.2137, 134.88, 1.9558, 25.521, 7.4487, 0.88983, 308.74, 4.1722, 4.6363, 9.8350, 1.1787, 9.6590, 7.4454, 68.7074, 4.5587, 1.5417, 3.8959, 1.5194, 7.8417, 9.4962, 16179.71, 77.1915, 1289.54, 23.1956, 4.8255, 1.6726, 61.144, 1.6103, 38.802, 15.0481, 4.1272, 
